ID,Program_Area,Program_Name,Fiscal_Year,Activity_Code,Grant_Number,Grantee_Name,State,County,Congressional_District,Grantee_Class,Awardee_Amount,Grantee_Contact_Details
5366,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00081,"HEALTH & MENTAL HYGIENE, MARYLAND DEPARTMENT OF",MD,Baltimore City,MD-07,U.S. Government Entity,72532,"201 W Preston St  Baltimore, MD 21201-2301 "
5367,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29481,"HEALTH & MENTAL HYGIENE, MARYLAND DEPARTMENT OF",MD,Baltimore City,MD-07,U.S. Government Entity,7511026,"201 W Preston St  Baltimore, MD 21201-2301 "
5368,Maternal and Child Health,Heritable Disorders,2016,U22,U22MC24078,"Association of Public Health Laboratories, Inc. (THE)",MD,Montgomery,MD-08,"Corporate Entity, Federal Tax Exempt",950000,"8515 Georgia Ave Ste 700  Silver Spring, MD 20910-3477 "
5369,Maternal and Child Health,Combating Autism Act Initiative (CAAI) National Interdisciplinary Training Resource Center,2016,UA5,UA5MC11068,ASSOCIATION OF UNIVERSITY CENTERS DISABILITIES,MD,Montgomery,MD-08,"Corporate Entity, Federal Tax Exempt",777141,"1100 Wayne Ave Ste 1000  Silver Spring, MD 20910-5621 "
5370,Maternal and Child Health,Follow up in Newborn Screening,2016,UG9,UG9MC30369,"Association of Public Health Laboratories, Inc. (THE)",MD,Montgomery,MD-08,"Corporate Entity, Federal Tax Exempt",2000000,"8515 Georgia Ave Ste 700  Silver Spring, MD 20910-3477 "
5371,Maternal and Child Health,Heritable Disorders,2016,U22,U22MC24100,ACMG FOUNDATION FOR GENETIC AND GENOMIC MEDICINE,MD,Montgomery,MD-08,"Corporate Entity, Not Federal Tax Exempt",899999,"7101 Wisconsin Ave Ste 1101  Bethesda, MD 20814-4871 "
5372,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2016,H17,H17MC26775,"HOLYOKE HEALTH CENTER, INC.",MA,Hampden,MA-01,"Corporate Entity, Federal Tax Exempt",47127,"230 Maple St  Holyoke, MA 01040-5144 "
5373,Maternal and Child Health,Child and Adolescent Injury and Violence Prevention Resource Centers Cooperative Agreement,2016,U49,U49MC28422,"Education Development Center, Inc.",MA,Middlesex,MA-05,"Corporate Entity, Federal Tax Exempt",1199683,"43 Foundry Ave  Waltham, MA 02453-8313 "
5374,Maternal and Child Health,Home Visiting Collaborative Improvement and Innovation Network,2016,UF4,UF4MC26525,"Education Development Center, Inc.",MA,Middlesex,MA-05,"Corporate Entity, Federal Tax Exempt",495205,"43 Foundry Ave  Waltham, MA 02453-8313 "
5375,Maternal and Child Health,Autism Intervention Research Networks,2016,UA3,UA3MC11054,"Massachusetts General Hospital, The",MA,Suffolk,MA-08,"Corporate Entity, Federal Tax Exempt",2999898,"55 Fruit St  Boston, MA 02114-2621 "
5376,Maternal and Child Health,Health Insurance and Financing/ CSHCN,2016,U41,U41MC13618,TRUSTEES OF BOSTON UNIVERSITY,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",473000,"85 East Newton St # M-921  Boston, MA 02118-2340 "
5377,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC08005,"FEDERATION FOR CHILDREN WITH SPECIAL NEEDS, INC., THE",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",94800,"529 Main St Ste 1m3  Boston, MA 02129-1117 "
5378,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC28315,BOSTON MEDICAL CENTER CORPORATION,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",284349,"88 East Newton St  Boston, MA 02118-2308 "
5379,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC29443,"CHILDREN'S HOSPITAL CORPORATION, THE",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",99999,"300 Longwood Ave  Boston, MA 02115-5724 "
5380,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC00020,"CHILDREN'S HOSPITAL CORPORATION, THE",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",677272,"300 Longwood Ave  Boston, MA 02115-5724 "
5381,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program,2016,T77,T77MC00011,"CHILDREN'S HOSPITAL CORPORATION, THE",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",191023,"300 Longwood Ave  Boston, MA 02115-5724 "
5382,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2016,T76,T76MC00001,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",350000,"677 Huntington Ave  Boston, MA 02115-6028 "
5383,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH),2016,T71,T71MC00009,"CHILDREN'S HOSPITAL CORPORATION, THE",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",438526,"300 Longwood Ave  Boston, MA 02115-5724 "
5384,Maternal and Child Health,Epidemiological MCH/SPH Institute,2016,T03,T03MC07646,TRUSTEES OF BOSTON UNIVERSITY,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",27250,"85 East Newton St # M-921  Boston, MA 02118-2340 "
5385,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC29444,TRUSTEES OF BOSTON UNIVERSITY,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",99791,"85 East Newton St # M-921  Boston, MA 02118-2340 "
5386,Maternal and Child Health,Epidemiological MCH/SPH Institute,2016,T03,T03MC07648,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",27250,"677 Huntington Ave  Boston, MA 02115-6028 "
5387,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2016,T76,T76MC00017,TRUSTEES OF BOSTON UNIVERSITY,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",347299,"85 East Newton St # M-921  Boston, MA 02118-2340 "
5388,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy,2016,H98,H98MC30371,BOSTON MEDICAL CENTER CORPORATION,MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",409651,"88 East Newton St  Boston, MA 02118-2308 "
5389,Maternal and Child Health,Early Childhood Comprehensive Systems,2016,UH3,UH3MC30335,"NATIONAL INSTITUTE FOR CHILDREN'S HEALTH QUALITY, INC.",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",1098136,"30 Winter St Ste 6b  Boston, MA 02108-4761 "
5390,Maternal and Child Health,Providing support for the Collabortive Improvement and Innovation Network (CoIIN) to Reduce Infant M,2016,UF3,UF3MC26524,"NATIONAL INSTITUTE FOR CHILDREN'S HEALTH QUALITY, INC.",MA,Suffolk,MA-07,"Corporate Entity, Federal Tax Exempt",2992290,"30 Winter St Ste 6b  Boston, MA 02108-4761 "
5391,Maternal and Child Health,Supporting Healthy Start Performance Project,2016,UF5,UF5MC26845,"JSI RESEARCH AND TRAINING INSTITUTE, INC.",MA,Suffolk,MA-08,"Corporate Entity, Federal Tax Exempt",2413432,"44 Farnsworth St  Boston, MA 02210-1209 "
5392,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29474,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,6856437,"250 Washington St  Boston, MA 02108-4603 "
5393,Maternal and Child Health,Integrated Community Systems for CSHCN,2016,D70,D70MC27546,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,300000,"250 Washington St  Boston, MA 02108-4603 "
5394,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29347,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,10835062,"250 Washington St  Boston, MA 02108-4603 "
5395,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00002,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,240894,"250 Washington St  Boston, MA 02108-4603 "
5396,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00128,BOSTON PUBLIC HEALTH COMMISSION,MA,Suffolk,MA-07,U.S. Government Entity,1414640,"1010 Massachusetts Ave Fl 6  Boston, MA 02118-2600 "
5397,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06721,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,130000,"250 Washington St  Boston, MA 02108-4603 "
5398,Maternal and Child Health,Children's Oral Healthcare Access Program,2016,H47,H47MC29819,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,250000,"250 Washington St  Boston, MA 02108-4603 "
5399,Maternal and Child Health,Community-Based Integrated Service Systems (Local/State),2016,H25,H25MC00262,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,426600,"250 Washington St  Boston, MA 02108-4603 "
5400,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00024,"PUBLIC HEALTH, MASSACHUSETTS DEPT OF",MA,Suffolk,MA-08,U.S. Government Entity,94753,"250 Washington St  Boston, MA 02108-4603 "
5401,Maternal and Child Health,Autism Intervention Research Networks,2016,UA3,UA3MC25735,UNIVERSITY OF MASSACHUSETTS,MA,Worcester,MA-02,U.S. Government Entity,250000,"55 Lake Ave N  Worcester, MA 01655-0002 "
5402,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC00056,UNIVERSITY OF MASSACHUSETTS,MA,Worcester,MA-02,U.S. Government Entity,616392,"55 Lake Ave N  Worcester, MA 01655-0002 "
5403,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00131,"INTER-TRIBAL COUNCIL OF MICHIGAN, INC",MI,Chippewa,MI-01,Other,1088400,"2956 Ashmun St  Sault Sainte Marie, MI 49783-3720 "
5404,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00148,"GENESEE, COUNTY OF",MI,Genesee,MI-05,U.S. Government Entity,680250,"630 S Saginaw St Ste 4  Flint, MI 48502-1525 "
5405,Maternal and Child Health,Genetic Services Project,2016,H46,H46MC24092,MICHIGAN PUBLIC HEALTH INSTITUTE,MI,Ingham,MI-08,"Corporate Entity, Federal Tax Exempt",600000,"2436 Woodlake Cir Ste 300  Okemos, MI 48864-6002 "
5406,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC26214,MICHIGAN PUBLIC HEALTH INSTITUTE,MI,Ingham,MI-08,"Corporate Entity, Federal Tax Exempt",94800,"2436 Woodlake Cir Ste 300  Okemos, MI 48864-6002 "
5407,Maternal and Child Health,"National Fetal, Infant and Child Death Review Center Program",2016,UG7,UG7MC28482,MICHIGAN PUBLIC HEALTH INSTITUTE,MI,Ingham,MI-08,"Corporate Entity, Federal Tax Exempt",1000000,"2436 Woodlake Cir Ste 300  Okemos, MI 48864-6002 "
5408,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29482,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",MI,Ingham,MI-08,U.S. Government Entity,7971034,"320 S Walnut St  Lansing, MI 48933-2014 "
5409,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy,2016,H98,H98MC26257,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",MI,Ingham,MI-08,U.S. Government Entity,260354,"320 S Walnut St  Lansing, MI 48933-2014 "
5410,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00025,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",MI,Ingham,MI-08,U.S. Government Entity,95374,"320 S Walnut St  Lansing, MI 48933-2014 "
5411,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC27704,MICHIGAN STATE UNIVERSITY,MI,Ingham,MI-08,U.S. Government Entity,299968,"426 Auditorium Rd Rm 2  East Lansing, MI 48824-2601 "
5412,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00056,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",MI,Ingham,MI-08,U.S. Government Entity,250000,"320 S Walnut St  Lansing, MI 48933-2014 "
5413,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC24118,"INGHAM, COUNTY OF",MI,Ingham,MI-08,U.S. Government Entity,679257,"5303 S Cedar St Ste 2  Lansing, MI 48911-3800 "
5414,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29348,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",MI,Ingham,MI-08,U.S. Government Entity,18863326,"320 S Walnut St  Lansing, MI 48933-2014 "
5415,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06677,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",MI,Ingham,MI-08,U.S. Government Entity,130000,"320 S Walnut St  Lansing, MI 48933-2014 "
5416,Maternal and Child Health,EMSC Targeted Issue Grants,2016,H34,H34MC30235,WESTERN MICHIGAN UNIVERSITY SCHOOL OF MEDICINE,MI,Kalamazoo,MI-06,"Corporate Entity, Federal Tax Exempt",275000,"1000 Oakland Dr  Kalamazoo, MI 49008-1282 "
5417,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00047,"KALAMAZOO, COUNTY OF",MI,Kalamazoo,MI-06,U.S. Government Entity,521592,"201 W Kalamazoo Ave  Kalamazoo, MI 49007-3726 "
5418,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC03591,Spectrum Health System,MI,Kent,MI-03,"Corporate Entity, Federal Tax Exempt",1088400,"100 Michigan St Ne  Grand Rapids, MI 49503-2560 "
5419,Maternal and Child Health,Hemophilia Treatment Centers (SPRANS),2016,H30,H30MC24047,HEMOPHILIA FOUNDATION OF MICHIGAN,MI,Washtenaw,MI-12,"Corporate Entity, Federal Tax Exempt",499594,"1921 W Michigan Ave  Ypsilanti, MI 48197-4816 "
5420,Maternal and Child Health,Alliance for Innovation on Maternal and Child Health,2016,UC4,UC4MC28040,ALTARUM INSTITUTE,MI,Washtenaw,MI-12,"Corporate Entity, Federal Tax Exempt",246899,"3520 Green Ct Ste 300  Ann Arbor, MI 48105-1566 "
5421,Maternal and Child Health,Awareness and Access to Care for Children and Youth with Epilepsy,2016,H98,H98MC30374,REGENTS OF THE UNIVERSITY OF MICHIGAN,MI,Washtenaw,MI-12,U.S. Government Entity,413996,"503 Thompson St  Ann Arbor, MI 48109-1340 "
5422,Maternal and Child Health,Training CED/COR Pediatric and Child Psychiatry,2016,T20,T20MC07463,REGENTS OF THE UNIVERSITY OF MICHIGAN,MI,Washtenaw,MI-12,U.S. Government Entity,15000,"503 Thompson St  Ann Arbor, MI 48109-1340 "
5423,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC26189,"INSTITUTUTE FOR POPULATION HEALTH, INC.",MI,Wayne,MI-14,"Corporate Entity, Federal Tax Exempt",1814000,"1400 Woodbridge St  Detroit, MI 48207-3110 "
5424,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC30119,Wayne State University,MI,Wayne,MI-13,"Corporate Entity, Federal Tax Exempt",520910,"5057 Woodward Ave Rm 13  Detroit, MI 48202-4000 "
5425,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2016,H17,H17MC23549,"FAMILY PARTNERSHIP, THE",MN,Hennepin,MN-05,"Corporate Entity, Federal Tax Exempt",43745,"414 S 8th St  Minneapolis, MN 55404-1025 "
5426,Maternal and Child Health,Children's Oral Healthcare Access Program,2016,H47,H47MC29816,CHILDREN'S DENTAL SERVICES,MN,Hennepin,MN-05,"Corporate Entity, Federal Tax Exempt",250000,"636 Broadway St Ne  Minneapolis, MN 55413-2164 "
5427,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC00005,PACER CENTER INC,MN,Hennepin,MN-03,"Corporate Entity, Federal Tax Exempt",94800,"8161 Normandale Blvd  Minneapolis, MN 55437-1044 "
5428,Maternal and Child Health,Maternal and Child Health Nutrition Training Program,2016,T79,T79MC00007,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,176800,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5429,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program,2016,T73,T73MC12835,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,704574,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5430,Maternal and Child Health,Leadership Education  in Adolescent Health (LEAH),2016,T71,T71MC00006,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,440724,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5431,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC29445,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,100000,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5432,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC29454,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,299969,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5433,Maternal and Child Health,Maternal and Child Health Public Health Training Program,2016,T76,T76MC00005,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,345966,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5434,Maternal and Child Health,Training CED/COR Pediatric and Child Psychiatry,2016,T20,T20MC07469,REGENTS OF THE UNIVERSITY OF MINNESOTA,MN,Hennepin,MN-05,Other,15000,"200 Oak St Se # 224  Minneapolis, MN 55455-2009 "
5435,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00073,"Minneapolis, City Of",MN,Hennepin,MN-05,U.S. Government Entity,680250,"350 S 5th St Ste 325m  Minneapolis, MN 55415-1315 "
5436,Maternal and Child Health,EMSC Partnership Grants,2016,H33,H33MC06686,EMERGENCY MEDICAL SERVICES,MN,Hennepin,MN-05,U.S. Government Entity,130000,"2829 University Ave Se  Minneapolis, MN 55414-3230 "
5437,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program,2016,R40,R40MC26807,"Minneapolis, City Of",MN,Hennepin,MN-05,U.S. Government Entity,300000,"350 S 5th St Ste 325m  Minneapolis, MN 55415-1315 "
5438,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2016,H17,H17MC26776,RICE MEMORIAL HOSPITAL,MN,Kandiyohi,MN-07,"Corporate Entity, Federal Tax Exempt",47127,"301 Becker Ave Sw  Willmar, MN 56201-3302 "
5439,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program",2016,X10,X10MC29483,DEPARTMENT OF HEALTH MINNESOTA,MN,Ramsey,MN-04,U.S. Government Entity,8651762,"625 N Robert St  Saint Paul, MN 55101 "
5440,Maternal and Child Health,Integrated Community Systems for CSHCN,2016,D70,D70MC27547,DEPARTMENT OF HEALTH MINNESOTA,MN,Ramsey,MN-04,U.S. Government Entity,300000,"625 N Robert St  Saint Paul, MN 55101 "
5441,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program,2016,H17,H17MC30366,INDEPENDENT SCHOOL DIST # 625,MN,Ramsey,MN-04,U.S. Government Entity,50000,"360 Colborne St  Saint Paul, MN 55102-3228 "
5442,Maternal and Child Health,Maternal and Child Health Services,2016,B04,B04MC29349,DEPARTMENT OF HEALTH MINNESOTA,MN,Ramsey,MN-04,U.S. Government Entity,9054566,"625 N Robert St  Saint Paul, MN 55101 "
5443,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention,2016,H61,H61MC00035,DEPARTMENT OF HEALTH MINNESOTA,MN,Ramsey,MN-04,U.S. Government Entity,250000,"625 N Robert St  Saint Paul, MN 55101 "
5444,Maternal and Child Health,MCHB State Systems Development Initiative,2016,H18,H18MC00026,DEPARTMENT OF HEALTH MINNESOTA,MN,Ramsey,MN-04,U.S. Government Entity,95374,"625 N Robert St  Saint Paul, MN 55101 "
5445,Maternal and Child Health,Family Professional Partnership/CSHCN,2016,H84,H84MC07948,"UNIVERSITY OF SOUTHERN MISSISSIPPI, THE",MS,Forrest,MS-04,"Corporate Entity, Federal Tax Exempt",94800,"2609 W 4th St Ste H  Hattiesburg, MS 39401-5876 "
5446,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC27811,"CENTRAL MISSISSIPPI CIVIC IMPROVEMENT ASSOCIATION, INC.",MS,Hinds,MS-02,"Corporate Entity, Federal Tax Exempt",680250,"3502 W Northside Dr  Jackson, MS 39213-4454 "
5447,Maternal and Child Health,Healthy Start Initiative-Eliminating Racial/Ethnic Disparities,2016,H49,H49MC00158,TOUGALOO COLLEGE,MS,Hinds,MS-02,Other,1088400,"500 W County Line Rd  Tougaloo, MS 39174-9700 "
