Award_Year,Grantee_Name,Grantee_Address,Grantee_City,Grantee_State_Abbreviation,Grantee_ZIP_Code,Grant_Activity_Code,Grant_Number,Grant_Serial_Number,Project_Period_Start_Date,Grant_Project_Period_End_Date,HRSA_Program_Area_Code,HRSA_Program_Area_Name,Grant_Program_Name,US_Congressional_Representative_Name,Complete_County_Name,Name_of_US_Senator_Number_One,Name_of_US_Senator_Number_Two,Data_Warehouse_Record_Create_Date,Grantee_Type_Description,DUNS_Number,Geocoding_Artifact_Address_Primary_X_Coordinate,Geocoding_Artifact_Address_Primary_Y_Coordinate
2023,UNIVERSITY HOSPITALS CLEVELAND MEDICAL CENTER,11000 Euclid Ave,Cleveland,OH,44106-1714,U1I,U1IMC43532,43532,2021/09/01,2026/08/31,MCHB,Maternal and Child Health,Regional Pediatric Pandemic Network (U1I),Shontel M. Brown,Cuyahoga County,Sherrod Brown,J. D. Vance,2024/11/04,"Corporate Entity, Federal Tax Exempt",609373691.0,-81.60867284,41.50624068
2023,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,55 Lake Avenue North,Worcester,MA,01655,UT4,UT4MC41898,41898,2021/07/01,2026/06/30,MCHB,Maternal and Child Health,MCH Research Network on Promoting Healthy Weight (HW-RN) among Children with ASD and other DD (UT4),James P. McGovern,Worcester County,Elizabeth Warren,Edward J. Markey,2024/11/04,U.S. Government Entity,603847393.0,-71.76167233,42.27757354
2023,"HEALTH, LOUISIANA DEPARTMENT OF",1450 Poydras St STE 1652,New Orleans,LA,70112-1227,X10,X10MC50304,50304,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Troy A. Carter,Orleans Parish,Bill Cassidy,John Kennedy,2024/11/04,U.S. Government Entity,14740455.0,-90.07778628,29.95083183
2023,UNIVERSITY OF VERMONT & STATE AGRICULTURAL COLLEGE,85 S Prospect St,Burlington,VT,05405-1704,T73,T73MC00039,39,1995/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Becca Balint,Chittenden County,Bernard Sanders,Peter Welch,2024/11/04,"Corporate Entity, Federal Tax Exempt",66811191.0,-73.2005675,44.47827093
2023,AMERICAN THROMBOSIS & HEMOSTASIS NETWORK INC,217 Main St,Cornwall,NY,12518,UC8,UC8MC24079,24079,2012/06/01,2027/05/31,MCHB,Maternal and Child Health,Comprehensive Hemophilia Diagnostic and Treatment Centers (UC8),Patrick Ryan,Orange County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",800269032.0,-74.03044498,41.43708181
2023,UNIVERSITY OF ARIZONA,845 N Park Ave RM 538,Tucson,AZ,85719-4871,T73,T73MC20662,20662,2010/09/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Raul M. Grijalva,Pima County,Kyrsten Sinema,Mark Kelly,2024/11/04,U.S. Government Entity,806345617.0,-110.9569874,32.23270342
2023,OKLAHOMA STATE DEPARTMENT OF HEALTH,123 Robert S Kerr Ave,Oklahoma City,OK,73102-6406,H4N,H4NMC49258,49258,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Stephanie I. Bice,Oklahoma County,James Lankford,Markwayne Mullin,2024/11/04,U.S. Government Entity,143673015.0,-97.51534988,35.46981375
2023,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,235 S Grand Ave,Lansing,MI,48933-1805,X10,X10MC50308,50308,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Elissa Slotkin,Ingham County,Debbie Stabenow,Gary C. Peters,2024/11/04,U.S. Government Entity,113704139.0,-84.55065749,42.73136685
2023,UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,2385 Irving Hill Rd,Lawrence,KS,66045-7568,U6D,U6DMC42197,42197,2021/09/01,2025/08/31,MCHB,Maternal and Child Health,Bridging the Word Gap Research Network (U6D),Tracey Mann,Douglas County,Jerry Moran,Roger Marshall,2024/11/04,"Corporate Entity, Federal Tax Exempt",76248616.0,-95.26592065,38.95136845
2023,ALBERT EINSTEIN COLLEGE OF MEDICINE,1300 Morris Park Ave,Bronx,NY,10461-1900,T77,T77MC33158,33158,2018/07/01,2028/06/30,MCHB,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),Alexandria Ocasio-Cortez,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",81266487.0,-73.84454085,40.85110525
2023,THE REGENTS OF THE UNIVERSITY OF COLORADO,13001 E 17th Pl STE F428,Aurora,CO,80045-2571,UK3,UK3MC50377,50377,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),Jason Crow,Adams County,Michael F. Bennet,John W. Hickenlooper,2024/11/04,U.S. Government Entity,41096314.0,-104.83760447,39.74509834
2023,"ASSOCIATION OF PUBLIC HEALTH LABORATORIES, INC. (THE)","7700 Wisconsin Ave, Ste 1000",Bethesda,MD,20814-3587,U22,U22MC24078,24078,2012/06/01,2028/06/30,MCHB,Maternal and Child Health,Heritable Disorders (U22),Jamie Raskin,Montgomery County,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",617077243.0,-77.09486334,38.9868928
2023,MICHIGAN DEPARTMENT OF HEALTH AND HUMAN SERVICES,235 S Grand Ave,Lansing,MI,48933-1805,A30,A30MC49987,49987,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Elissa Slotkin,Ingham County,Debbie Stabenow,Gary C. Peters,2024/11/04,U.S. Government Entity,113704139.0,-84.55065749,42.73136685
2023,"HEALTH CARE SERVICES, CALIFORNIA DEPARTMENT OF",1501 Capitol Ave STE 71-2014,Sacramento,CA,95814-5005,H18,H18MC24474,24474,2012/05/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Doris O. Matsui,Sacramento County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,796528263.0,-121.48765289,38.57525665
2023,GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC,58 Edgewood Ave NE FL 3,Atlanta,GA,30303-2921,T73,T73MC19939,19939,2011/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Nikema Williams,Fulton County,Jon Ossoff,Raphael G. Warnock,2024/11/04,"Corporate Entity, Federal Tax Exempt",837322494.0,-84.38702204,33.75451753
2023,"VERMONT FAMILY NETWORK, INC.","600 Blair Park Rd, Ste 240",Williston,VT,05495-7549,H84,H84MC21657,21657,2011/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Becca Balint,Chittenden County,Bernard Sanders,Peter Welch,2024/11/04,"Corporate Entity, Federal Tax Exempt",829518195.0,-73.11482625,44.45279992
2023,UNIVERSITY OF KANSAS CENTER FOR RESEARCH INC,2385 Irving Hill Rd,Lawrence,KS,66045-7568,R40,R40MC49145,49145,2023/07/01,2026/06/30,MCHB,Maternal and Child Health,Maternal and Child Health Field-Initiated Research Program (R40),Tracey Mann,Douglas County,Jerry Moran,Roger Marshall,2024/11/04,"Corporate Entity, Federal Tax Exempt",76248616.0,-95.26592065,38.95136845
2023,"University Of California, Los Angeles",10889 Wilshire Blvd,Los Angeles,CA,90024-4201,U9D,U9DMC49250,49250,2023/09/01,2028/08/31,MCHB,Maternal and Child Health,Life Course Translational Research Network (U9D),Brad Sherman,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,92530369.0,-118.44353853,34.05886011
2023,The TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,630 W 168th St,New York,NY,10032-3725,H17,H17MC40192,40192,2021/03/01,2026/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Adriano Espaillat,New York County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",621889815.0,-73.94116137,40.84164574
2023,UTAH STATE UNIVERSITY,1000 Old Main Hl,Logan,UT,84322-1000,U52,U52MC04391,4391,2005/04/01,2025/03/31,MCHB,Maternal and Child Health,Universal Newborn Hearing Screening - Cooperative Agreement (U52),Blake D. Moore,Cache County,Mike Lee,Mitt Romney,2024/11/04,U.S. Government Entity,72983455.0,-111.81464368,41.74060679
2023,VIRGIN ISLANDS DEPT OF HEALTH GROUP,Hospital Ground Rd,Charlotte Amalie,VI,00802,H4N,H4NMC49338,49338,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,State Newborn Screening System Priorities Program (H4N),Stacey E. Plaskett,St. Thomas,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,167269765.0,-64.92510422,18.34677207
2023,STATE OF ALASKA DEPARTMENT OF HEALTH,350 Main St,Juneau,AK,99801-1149,U4C,U4CMC32323,32323,2018/09/30,2026/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),Mary Sattler Peltola,Juneau Borough,Lisa Murkowski,Dan Sullivan,2024/11/04,U.S. Government Entity,809386543.0,-134.41052428,58.30163168
2023,"National Healthy Start Association, Inc.",1325 G St NW STE 500,Washington,DC,20005-3136,U7B,U7BMC33635,33635,2019/09/30,2025/09/29,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM)- Community Care Initiative (U7B),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",135827017.0,-77.03099181,38.89872502
2023,GEORGETOWN UNIVERSITY,MAIN CAMPUS,Washington,DC,20057-0001,H17,H17MC33887,33887,2020/03/01,2025/02/28,MCHB,Maternal and Child Health,Healthy Tomorrows Partnership for Children Program (H17),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",49515844.0,-77.07158402,38.90809398
2023,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,129 Pleasant St,Concord,NH,03301-3852,X10,X10MC50315,50315,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Ann M. Kuster,Merrimack County,Jeanne Shaheen,Margaret Wood Hassan,2024/11/04,U.S. Government Entity,11040545.0,-71.54724288,43.19977253
2023,"HEALTH RESEARCH, INC.",150 Broadway STE 280,Menands,NY,12204-2732,U4A,U4AMC53367,53367,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Paul Tonko,Albany County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",153695809.0,-73.729292,42.68724472
2023,THE JOHNS HOPKINS UNIVERSITY,3400 N Charles St,Baltimore,MD,21218-2608,U9H,U9HMC49203,49203,2023/09/30,2027/09/29,MCHB,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",1910777.0,-76.61805999,39.33037802
2023,"EDUCATION DEVELOPMENT CENTER, INC.",300 5th Ave STE 2010,Waltham,MA,02451-8778,UU6,UU6MC50283,50283,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Institute for Home Visiting Workforce Development and Jackie Walorski Center for Evidence-Based Case (UU6),Katherine M. Clark,Middlesex County,Elizabeth Warren,Edward J. Markey,2024/11/04,"Corporate Entity, Federal Tax Exempt",76583830.0,-71.25756104,42.3899558
2023,DEPARTMENT OF CHILDREN & FAMILIES,505 Hudson St,Hartford,CT,06106-7107,U4A,U4AMC44235,44235,2021/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),John B. Larson,Capitol County,Richard Blumenthal,Christopher Murphy,2024/11/04,U.S. Government Entity,807850730.0,-72.67877743,41.75678394
2023,GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC,58 Edgewood Ave NE FL 3,Atlanta,GA,30303-2921,U2Z,U2ZMC46638,46638,2022/09/30,2027/09/29,MCHB,Maternal and Child Health,Infant-Toddler Court Program (U2Z),Nikema Williams,Fulton County,Jon Ossoff,Raphael G. Warnock,2024/11/04,"Corporate Entity, Federal Tax Exempt",837322494.0,-84.38702204,33.75451753
2023,HAWAII DEPARTMENT OF HEALTH,1250 Punchbowl St,Honolulu,HI,96813-2416,X10,X10MC50297,50297,2023/09/30,2025/09/29,MCHB,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",Ed Case,Honolulu County,Brian Schatz,Mazie K. Hirono,2024/11/04,U.S. Government Entity,809935679.0,-157.8553113,21.30745602
2023,"UTAH PARENT CENTER, INC.",5296 S Commerce Dr STE 302,Murray,UT,84107-5371,H84,H84MC07996,7996,2007/06/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Burgess Owens,Salt Lake County,Mike Lee,Mitt Romney,2024/11/04,"Corporate Entity, Federal Tax Exempt",166346015.0,-111.9003841,40.65598105
2023,COMAGINE HEALTH,10700 Meridian Ave N STE 300,Seattle,WA,98133-9040,U7A,U7AMC50504,50504,2023/09/30,2028/09/30,MCHB,Maternal and Child Health,State Maternal Health Innovation Program (U7A),Pramila Jayapal,King County,Patty Murray,Maria Cantwell,2024/11/04,"Corporate Entity, Federal Tax Exempt",153721725.0,-122.33396854,47.70729834
2023,EAR FOUNDATION OF ARIZONA,326 E Coronado Rd STE 203,Phoenix,AZ,85004-1791,H61,H61MC30765,30765,2017/04/01,2024/12/31,MCHB,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),Ruben Gallego,Maricopa County,Kyrsten Sinema,Mark Kelly,2024/11/04,"Corporate Entity, Federal Tax Exempt",791565455.0,-112.0680427,33.46800509
2023,BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER ED,1664 N Virginia St # 285,Reno,NV,89557-0001,H84,H84MC42482,42482,2021/07/01,2027/05/31,MCHB,Maternal and Child Health,Family Professional Partnership/CSHCN (H84),Mark E. Amodei,Washoe County,Catherine Cortez Masto,Jacky Rosen,2024/11/04,U.S. Government Entity,146515460.0,-119.81911998,39.54442406
2023,"University Of California, Los Angeles",10889 Wilshire Blvd,Los Angeles,CA,90024-4201,T73,T73MC30114,30114,2016/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Brad Sherman,Los Angeles County,Alex Padilla,Laphonza R. Butler,2024/11/04,U.S. Government Entity,92530369.0,-118.44353853,34.05886011
2023,NEW HAMPSHIRE DEPARTMENT OF HEALTH & HUMAN SERVICES,129 Pleasant St,Concord,NH,03301-3852,H18,H18MC00033,33,1993/10/01,2027/11/30,MCHB,Maternal and Child Health,MCHB State Systems Development Initiative (H18),Ann M. Kuster,Merrimack County,Jeanne Shaheen,Margaret Wood Hassan,2024/11/04,U.S. Government Entity,11040545.0,-71.54724288,43.19977253
2023,INDIANA FAMILY AND SOCIAL SERV,402 W Washington St RM E436,Indianapolis,IN,46204-2773,U4A,U4AMC44240,44240,2021/09/30,2026/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Andre Carson,Marion County,Todd Young,Mike Braun,2024/11/04,U.S. Government Entity,83384771.0,-86.16492504,39.76916098
2023,"OHIO STATE UNIVERSITY, THE",1960 Kenny Rd,Columbus,OH,43210-1016,T73,T73MC24481,24481,2012/06/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Joyce Beatty,Franklin County,Sherrod Brown,J. D. Vance,2024/11/04,U.S. Government Entity,832127323.0,-83.03464982,39.99952506
2023,HEALTH RESEARCH & EDUCATIONAL TRUST OF NEW JERSEY,760 Alexander Rd,Princeton,NJ,08540-6305,A30,A30MC49989,49989,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Bonnie Watson Coleman,Mercer County,Robert Menendez,George S. Helmy,2024/11/04,"Corporate Entity, Federal Tax Exempt",77060317.0,-74.63596733,40.32044194
2023,HEALTH & HUMAN SVC COMMN TX,4601 W Guadalupe St,Austin,TX,78751-3146,UK3,UK3MC50373,50373,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),Lloyd Doggett,Travis County,John Cornyn,Ted Cruz,2024/11/04,U.S. Government Entity,806781373.0,-97.73241477,30.31355277
2023,DEPARTMENT OF FIRE AND EMERGENCY MEDICAL SERVICES,STATION 1 TEKKEN DR. CIVIC CENTER SUSUPE,San Jose,MP,96950-7068,H33,H33MC06695,6695,2018/04/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Gregorio Kilili Camacho Sablan,Saipan Municipality,Not Determined,Not Determined,2024/11/04,U.S. Government Entity,854856271.0,145.7104759,15.170166
2023,AMERICAN ACADEMY OF PEDIATRICS,345 Park Blvd,Itasca,IL,60143-2644,U4M,U4MMC47234,47234,2022/09/30,2025/09/29,MCHB,Maternal and Child Health,Pediatric Mental Health Care Access - American Academy of Pediatrics (U4M),Raja Krishnamoorthi,DuPage County,Richard J. Durbin,Tammy Duckworth,2024/11/04,"Corporate Entity, Federal Tax Exempt",55399364.0,-88.02061285,41.98975005
2023,SOUTH DAKOTA STATE UNIVERSITY,940 Administration Ln,Brookings,SD,57006,A30,A30MC50003,50003,2023/09/01,2027/08/31,MCHB,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM) Capacity (A30),Dusty Johnson,Brookings County,John Thune,Mike Rounds,2024/11/04,U.S. Government Entity,929929743.0,-96.78626059,44.31596331
2023,YALE UNIV,150 Munson St,New Haven,CT,06511-3572,H34,H34MC33245,33245,2019/09/01,2025/08/31,MCHB,Maternal and Child Health,EMSC Targeted Issue Grants (H34),Rosa L. DeLauro,South Central Connecticut County,Richard Blumenthal,Christopher Murphy,2024/11/04,"Corporate Entity, Federal Tax Exempt",43207562.0,-72.92904656,41.32148136
2023,CHILDREN'S NATIONAL MEDICAL CENTER,111 Michigan Ave NW,Washington,DC,20010-2916,H33,H33MC06715,6715,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),Eleanor Holmes Norton,District of Columbia,Not Determined,Not Determined,2024/11/04,"Corporate Entity, Federal Tax Exempt",606977783.0,-77.01380606,38.92629759
2023,UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S,Birmingham,AL,35233-2031,T73,T73MC00003,3,1990/07/01,2026/06/30,MCHB,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),Terri A. Sewell,Jefferson County,Tommy Tuberville,Katie Boyd Britt,2024/11/04,Other,63690705.0,-86.79955706,33.50553288
2023,BALTIMORE HEALTHY START INC.,610 N Chester St,Baltimore,MD,21205-2303,U1V,U1VMC46314,46314,2022/09/01,2027/08/31,MCHB,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),Kweisi Mfume,Baltimore City,Benjamin L. Cardin,Chris Van Hollen,2024/11/04,"Corporate Entity, Federal Tax Exempt",618510010.0,-76.58786758,39.29792901
2023,MISSISSIPPI STATE DEPARTMENT OF HEALTH,570 E Woodrow Wilson Ave,Jackson,MS,39216-4538,H61,H61MC00052,52,2001/04/01,2029/03/31,MCHB,Maternal and Child Health,Universal Newborn Hearing Screening and Intervention (H61),Michael Guest,Hinds County,Roger F. Wicker,Cindy Hyde-Smith,2024/11/04,U.S. Government Entity,809399892.0,-90.17616413,32.32687361
2023,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,4301 W Markham St,Little Rock,AR,72205-7199,T77,T77MC49099,49099,2023/07/01,2028/06/30,MCHB,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),J. French Hill,Pulaski County,John Boozman,Tom Cotton,2024/11/04,"Corporate Entity, Federal Tax Exempt",122452563.0,-92.32001059,34.75151888
2023,ASSOCIATION OF STATE AND TERRITORIAL PUBLIC HEALTH NUTRITION DIRECTORS,6760 N Calle Lomita,Tucson,AZ,85704-6926,U7N,U7NMC39437,39437,2020/09/01,2025/08/31,MCHB,Maternal and Child Health,Children’s Healthy Weight State Capacity Building Program (U7N),Juan Ciscomani,Pima County,Kyrsten Sinema,Mark Kelly,2024/11/04,"Corporate Entity, Not Federal Tax Exempt",141079603.0,-110.96757198,32.32952081
2023,AMERICAN ACADEMY OF PEDIATRICS,345 Park Blvd,Itasca,IL,60143-2644,U04,U04MC31627,31627,2018/05/01,2028/04/30,MCHB,Maternal and Child Health,Bright Futures Pediatric Implementation (U04),Raja Krishnamoorthi,DuPage County,Richard J. Durbin,Tammy Duckworth,2024/11/04,"Corporate Entity, Federal Tax Exempt",55399364.0,-88.02061285,41.98975005
2023,Mercy University,555 Broadway,Dobbs Ferry,NY,10522-1186,UR6,UR6MC50348,50348,2023/09/30,2028/09/29,MCHB,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),Jamaal Bowman,Westchester County,Charles E. Schumer,Kirsten E. Gillibrand,2024/11/04,"Corporate Entity, Federal Tax Exempt",44827764.0,-73.86981151,41.02133614
2023,"Health And Human Resources, West Virginia Department Of",350 Capitol St RM 702,Charleston,WV,25301-1757,U4A,U4AMC53366,53366,2024/07/31,2025/09/29,MCHB,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),Carol D. Miller,Kanawha County,"Joe Manchin, III",Shelley Moore Capito,2024/11/04,U.S. Government Entity,140779708.0,-81.63243621,38.35119614
2023,STATE OF MT DEPT HEALTH AND HUMAN SERVICES,2401 Colonial Drive,Helena,MT,59601-4980,H33,H33MC06692,6692,2006/03/01,2027/03/31,MCHB,Maternal and Child Health,EMSC Partnership Grants (H33),"Matthew M. Rosendale, Sr.",Lewis and Clark County,Jon Tester,Steve Daines,2024/11/04,U.S. Government Entity,51659352.0,-111.99679669,46.58779676
