Grantee Name,Grant #,HRSA Program Area,Program Name,Activity Code,Fiscal Year,Financial Assistance,County,State,DUNS #,UEI #
University Of Alabama At Birmingham,T73MC00003,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$787,999.00",Jefferson County,AL,063690705,YND4PLMC9AN7
TRUSTEES OF INDIANA UNIVERSITY,T73MC00015,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$645,000.00",Marion County,IN,603007902,SHHBRBAPSM35
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,T73MC00023,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$738,000.00",Douglas County,NE,168559177,G15AG3BLLMH4
UNIVERSITY OF CINCINNATI,T73MC00032,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$738,000.00",Hamilton County,OH,041064767,DZ4YCZ3QSPR5
UNIVERSITY OF SOUTH DAKOTA,T73MC00037,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$645,000.00",Clay County,SD,929930808,U9EDNSCHTBE7
UNIVERSITY OF WASHINGTON,T73MC00041,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$813,000.00",King County,WA,605799469,HD1WMN6945W6
UNIVERSITY OF UTAH,T73MC00054,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$813,000.00",Salt Lake County,UT,009095365,LL8GLEVH6MG3
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,T73MC11045,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$723,493.00",Pulaski County,AR,122452563,VDFYLZPJEAV6
GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC,T73MC19939,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$720,000.00",Fulton County,GA,837322494,MNS7B9CVKDN7
MEDICAL UNIVERSITY OF SOUTH CAROLINA THE,T73MC22233,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$695,000.00",Charleston County,SC,183710748,NHV3GTWSALA7
"UNIVERSITY OF CALIFORNIA, DAVIS",T73MC30113,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$554,000.00",Yolo County,CA,047120084,TX2DAGQPENZ5
Louisiana State University Health Sciences Center-New Orleans,T73MC30117,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$448,485.00",Orleans Parish,LA,782627814,M7KCJ79FAVH5
Vanderbilt University Medical Center,T73MC30767,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$738,000.00",Davidson County,TN,079917897,GYLUH9UXHDX5
GEORGETOWN UNIVERSITY,T73MC42023,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$463,980.00",District of Columbia,DC,049515844,TF2CMKY1HMX9
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",T73MC42027,Maternal and Child Health,Leadership Education in Neurodevelopmental and Related Disorders Training Program (T73),T73,2023,"$463,771.00",San Diego County,CA,804355790,UYTTZT6G9DT1
HARVARD COLLEGE PRESIDENT & FELLOWS OF,T76MC00001,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$350,000.00",Suffolk County,MA,149617367,UNVDZNFA8R29
REGENTS OF THE UNIVERSITY OF MINNESOTA,T76MC00005,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$350,000.00",Hennepin County,MN,555917996,KABJZBBJ4B54
"Administrators of the Tulane Educational Fund, The",T76MC04927,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$547,249.00",Orleans Parish,LA,053785812,XNY5ULPU8EN6
GEORGE WASHINGTON UNIVERSITY (THE),T76MC35370,Maternal and Child Health,"Centers of Excellence in MCH Education, Science and Practice Program (T76)",T76,2023,"$350,000.00",District of Columbia,DC,043990498,ECR5E2LU5BL6
RHODE ISLAND HOSPITAL,T77MC09797,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),T77,2023,"$264,696.00",Providence County,RI,075710996,N876TLXYGCG4
BOSTON MEDICAL CENTER CORPORATION,T77MC31739,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),T77,2023,"$46,671.00",Suffolk County,MA,005492160,JZ8RQC4EMDZ5
CHILDRENS HOSPITAL MEDICAL CENTER,T77MC49098,Maternal and Child Health,Developmental-Behavioral Pediatrics Training Program (T77),T77,2023,"$264,696.00",Hamilton County,OH,071284913,JZD1HLM2ZU83
BALTIMORE HEALTHY START INC.,U1VMC46314,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),U1V,2023,"$499,997.00",Baltimore City,MD,618510010,KRMFHP9MCKF8
MARILLAC COMMUNITY HEALTH CENTERS,U1VMC46318,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),U1V,2023,"$500,000.00",Orleans Parish,LA,963385450,CH8MR5ENJKZ1
Trustees Of Indiana University,U1VMC46322,Maternal and Child Health,Catalysts for Infant Health Equity (U1V),U1V,2023,"$496,316.00",Monroe County,IN,006046700,YH86RTW2YVJ4
NATIONAL CONFERENCE OF STATE LEGISLATURES,U1XMC31659,Maternal and Child Health,Supporting Maternal and Child Health Innovation in States (U1X),U1X,2023,"$400,000.00",Denver County,CO,060613346,DUGYYHYUYL55
"ZERO TO THREE NATIONAL CENTER FOR INFANTS, TODDLERS & FAMILIES",U2DMC32394,Maternal and Child Health,Infant-Toddler Court Program (U2D),U2D,2023,"$7,560,000.00",District of Columbia,DC,969410315,D9CEL9UEP8Q1
MARYLAND DEPARTMENT OF HEALTH,U2EMC52099,Maternal and Child Health,Integrated Maternal Health Services (U2E),U2E,2023,"$1,798,769.00",Baltimore City,MD,143148679,J5L2LBJK8RB8
"HEALTH, WASHINGTON STATE DEPARTMENT OF",U4AMC44255,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",Thurston County,WA,808883128,C16SP2HBR123
DEPARTMENT OF PUBLIC HEALTH ILLINOIS,U4AMC45818,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",Sangamon County,IL,806660296,NN66PR7QMLR8
STATE OF NORTH CAROLINA DEPARTMENT OF HEALTH & HUMAN SERVICES,U4CMC32315,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$700,000.00",Wake County,NC,809785363,DKT3LLBWFVL3
COMMONWEALTH OF VIRGINIA STATE BOARD OF HEALTH,U4CMC32320,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Richmond City,VA,602160298,JKF3BS4U4PG1
"HEALTH SERVICES, WISCONSIN DEPARTMENT OF",U4CMC32324,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Dane County,WI,036448835,CG2SZ7HCNV54
IOWA DEPARTMENT OF PUBLIC HEALTH,U4CMC32329,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$850,000.00",Polk County,IA,808345920,S47QLSY37VS1
BOARD OF REGENTS OF NEVADA SYSTEM OF HIGHER EDUCATION,U4CMC49927,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$849,895.00",Clark County,NV,098377336,DLUTVJJ15U66
OHIO DEPARTMENT OF HEALTH,U4CMC49931,Maternal and Child Health,Pediatric Mental Health Care Access Program (U4C),U4C,2023,"$650,000.00",Franklin County,OH,808847933,CLN8VY9APLQ5
UNIVERSITY OF WASHINGTON,U4DMC39438,Maternal and Child Health,Pregnancy Related Research Network (U4D),U4D,2023,"$368,000.00",King County,WA,605799469,HD1WMN6945W6
UTAH STATE UNIVERSITY,U52MC04391,Maternal and Child Health,Universal Newborn Hearing Screening - Cooperative Agreement (U52),U52,2023,"$949,998.00",Cache County,UT,072983455,SPE2YDWHDYU4
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",U7AMC33718,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$2,108,551.00",Lewis and Clark County,MT,051659352,TR3DAXR9MCN8
"Health And Human Services, Maine Department Of",U7AMC46840,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Kennebec County,ME,809045594,GJEPWTMKF5A3
COLORADO DEPARTMENT OF PUBLIC HEALTH & ENVIRONMENT,U7AMC46844,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Arapahoe County,CO,878208826,Y3WEW9MQ6NH5
HAWAII HOSPITAL EDUCATION AND RESEARCH FOUNDATION,U7AMC50280,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Honolulu County,HI,,CKM7W88A7J75
DEPARTMENT OF PUBLIC HEALTH CONNECTICUT,U7AMC50506,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,233.00",Hartford County,CT,807853791,RFZKKT5RU3F8
"HEALTH SERVICES, WISCONSIN DEPARTMENT OF",U7AMC50510,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,657,727.00",Dane County,WI,036448835,CG2SZ7HCNV54
MISSISSIPPI PUBLIC HEALTH INSTITUTE,U7AMC50514,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,170,212.00",Madison County,MS,078364611,GMZGNJR5ZQM8
The Rhode Island Department of Health,U7AMC50518,Maternal and Child Health,State Maternal Health Innovation Program (U7A),U7A,2023,"$1,167,851.00",Providence County,RI,929922664,NERYUGQ8XNB1
NATIONAL HEALTHY START,U7BMC33635,Maternal and Child Health,Alliance for Innovation on Maternal Health (AIM)- Community Care Initiative (U7B),U7B,2023,"$1,829,987.00",District of Columbia,DC,135827017,L7GGMB9A4H55
HAWAII DEPARTMENT OF HEALTH,U7EMC42157,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Honolulu County,HI,809935679,LFVFLBD6XZB5
MICHIGAN HEALTH AND HUMAN SERVICES,U7EMC42161,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Ingham County,MI,113704139,C2AQVDYYUAS7
State of New Mexico,U7EMC42166,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Santa Fe County,NM,117510323,QGCBDHY1BEL2
UNIVERSITY OF SOUTH DAKOTA,U7EMC42170,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,435.00",Clay County,SD,929930808,U9EDNSCHTBE7
"HEALTH, WASHINGTON STATE DEPARTMENT OF",U7EMC42174,Maternal and Child Health,Early Childhood Comprehensive Systems: Health Integration Prenatal to Three Program (U7E),U7E,2023,"$255,600.00",Thurston County,WA,808883128,C16SP2HBR123
"ZERO TO THREE NATIONAL CENTER FOR INFANTS, TODDLERS & FAMILIES",UK2MC46349,Maternal and Child Health,Early Childhood Health Promotion System for High Need Program (UK2),UK2,2023,"$4,900,000.00",District of Columbia,DC,969410315,D9CEL9UEP8Q1
"HEALTH AND HUMAN RESOURCES, WEST VIRGINIA DEPARTMENT OF",UK3MC50372,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3,2023,"$750,000.00",Kanawha County,WV,,P8KLDD1UBLK5
"PUBLIC HEALTH AND HUMAN SERVICES, MONTANA DEPARTMENT OF",UK3MC50376,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3,2023,"$741,461.00",Lewis and Clark County,MT,051659352,TR3DAXR9MCN8
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,UK3MC50380,Maternal and Child Health,Screening and Treatment for Maternal Depression and Related Behavioral Disorders Program (UK3),UK3,2023,"$749,998.00",Hinds County,MS,928824473,X59NJBFL8BJ3
GEORGE WASHINGTON UNIVERSITY (THE),T16MC41741,Maternal and Child Health,"MCH Leadership, Education, and Advancement in Undergraduate Pathways Program (T16)",T16,2023,"$155,000.00",District of Columbia,DC,043990498,ECR5E2LU5BL6
DREXEL UNIVERSITY,T1CMC35354,Maternal and Child Health,Maternal and Child Health Public Health Catalyst Program (T1C),T1C,2023,"$89,996.00",Philadelphia County,PA,002604817,XF3XM9642N96
Trustees Of Indiana University,T1CMC35358,Maternal and Child Health,Maternal and Child Health Public Health Catalyst Program (T1C),T1C,2023,"$70,000.00",Monroe County,IN,006046700,YH86RTW2YVJ4
UNIVERSITY OF WISCONSIN SYSTEM,T1CMC35362,Maternal and Child Health,Maternal and Child Health Public Health Catalyst Program (T1C),T1C,2023,"$86,826.00",Milwaukee County,WI,627906399,JBQ9M3PLFDP5
ASSOCIATION OF MATERNAL AND CHILD HEALTH PROGRAMS,U01MC00001,Maternal and Child Health,Partnership for MCH Leadership Community (U01),U01,2023,"$1,962,500.00",District of Columbia,DC,187761408,DZNNGG4RFQP3
"Trustees of Columbia University In The City of New York, The",U03MC00007,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03,2023,"$700,000.00",New York County,NY,049179401,F4N1QNPB95M4
Seattle Children's Hospital,U03MC33156,Maternal and Child Health,Pediatric Emergency Care Applied Research Network (PECARN) (U03),U03,2023,"$749,989.00",King County,WA,048682157,SZ32VTCXM799
ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,U1AMC41738,Maternal and Child Health,Thalassemia (U1A),U1A,2023,"$175,000.00",Cook County,IL,074438755,XJ7MMPHBMGM7
THE CENTER FOR COMPREHENSIVE CARE & DIAGNOSIS OF INHERITED BLOOD DISORDERS,U1EMC27862,Maternal and Child Health,Sickle Cell Treatment Demonstration Program (U1E),U1E,2023,"$1,090,000.00",Orange County,CA,961749319,Q29GNV6KWAS4
University Of Alabama At Birmingham,U1EMC42461,Maternal and Child Health,Sickle Cell Treatment Demonstration Program (U1E),U1E,2023,"$1,340,000.00",Jefferson County,AL,063690705,YND4PLMC9AN7
GEORGETOWN UNIVERSITY,U44MC30806,Maternal and Child Health,Oral Health (U44),U44,2023,"$1,325,000.00",District of Columbia,DC,049515844,TF2CMKY1HMX9
"Health, Florida Department of",U4AMC44237,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$150,000.00",Leon County,FL,364215061,L924BA1SEN75
"HEALTH & FAMILY SERVICES, KENTUCKY CABINET FOR",U4AMC44241,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Franklin County,KY,927049767,LECJQDCLHVE5
PALAU MINISTRY OF HEALTH,U4AMC44246,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",,PW,854813003,XBK8DJ4UV3D3
SOUTH CAROLINA DEPARTMENT OF MENTAL HEALTH,U4AMC44251,Maternal and Child Health,American Rescue Plan Act – Pediatric Mental Health Care Access New Area Expansion (U4A),U4A,2023,"$405,000.00",Richland County,SC,043980093,KGLNFGPQMFB4
"New Jersey Chapter, American Academy of Pediatrics, A NJ non profit corporation",U9HMC46903,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),U9H,2023,"$1,000,000.00",Mercer County,NJ,140991063,QHZKUBGQVJ98
CHICKASAW NATION,U9HMC49200,Maternal and Child Health,Transforming Pediatrics for Early Childhood (U9H),U9H,2023,"$1,000,000.00",Pontotoc County,OK,070848361,KS8HLVMJEMW9
ASSOCIATION OF UNIVERSITY CENTERS ON DISABILITIES,UA5MC11068,Maternal and Child Health,Autism CARES Act National Interdisciplinary Training Resource Center (UA5),UA5,2023,"$868,000.00",Montgomery County,MD,096364120,QZKKMCJXHM83
TEXAS A & M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER,UR6MC50353,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$482,400.00",Brazos County,TX,835607441,HFT7XTHB6563
UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,UT4MC41898,Maternal and Child Health,MCH Research Network on Promoting Healthy Weight (HW-RN) among Children with ASD and other DD (UT4),UT4,2023,"$250,000.00",Worcester County,MA,603847393,MQE2JHHJW9Q8
"EDUCATION DEVELOPMENT CENTER, INC.",UU6MC50283,Maternal and Child Health,Institute for Home Visiting Workforce Development and Jackie Walorski Center for Evidence-Based Case (UU6),UU6,2023,"$4,499,239.00",Middlesex County,MA,076583830,WWH4L4GKKW58
UNIVERSITY OF MONTANA,UM2MC45792,Maternal and Child Health,Enhancing Systems of Care for Children with Medical Complexity (UM2),UM2,2023,"$399,295.00",Missoula County,MT,010379790,DAY7Z8ZD48Q3
TUSKEGEE UNIVERSITY,UR6MC50341,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$483,150.00",Macon County,AL,128214178,U9JCYEXFEEU4
THE UNIVERSITY OF TEXAS RIO GRANDE VALLEY,UR6MC50345,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$482,368.00",Hidalgo County,TX,069444511,L3ATVUT2KNK7
"MOREHOUSE SCHOOL OF MEDICINE, INC.",UR6MC50349,Maternal and Child Health,Maternal Health Research Network (MH-RN) for MSIs--Research Awards (UR6),UR6,2023,"$483,400.00",Fulton County,GA,102005451,X5S7PNXMJMC7
MISSISSIPPI STATE DEPARTMENT OF HEALTH,X10MC50310,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$4,226,953.00",Hinds County,MS,809399892,GHELM9ULN8A1
NEVADA DEPARTMENT OF HEALTH AND HUMAN SERVICES,X10MC50314,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$2,817,259.00",Carson City,NV,625364849,F99FYNEGXSH9
NYS DEPARTMENT OF HEALTH,X10MC50318,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$12,400,151.00",Albany County,NY,806781340,F863WQVMZSK7
OHIO DEPARTMENT OF HEALTH,X10MC50322,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$10,830,882.00",Franklin County,OH,808847933,CLN8VY9APLQ5
Puerto Rico Department of Health,X10MC50326,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$1,817,471.00",San Juan Municipio,PR,105817142,NMLEHM4JTN15
TENNESSEE DEPARTMENT OF HEALTH,X10MC50330,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$11,744,394.00",Davidson County,TN,172636268,EA5JN3P55GR1
VIRGIN ISLANDS DEPT OF HEALTH GROUP,X10MC50334,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$1,123,516.00",St. Thomas,VI,167269765,HC9KX4GNNPK6
STATE OF WISCONSIN DEPT OF CHILDREN & FAMILIES,X10MC50338,Maternal and Child Health,"Maternal, Infant and Early Childhood Homevisiting Grant Program (X10)",X10,2023,"$9,876,553.00",Dane County,WI,825046159,NSEYGAM7UZF6
"EDUCATION DEVELOPMENT CENTER, INC.",UF4MC26525,Maternal and Child Health,Home Visiting Collaborative Improvement and Innovation Network (UF4),UF4,2023,"$1,300,000.00",Middlesex County,MA,076583830,WWH4L4GKKW58
